"Data";"7806 - Taxa referencial de swaps DI pré-fixada (BM&F) - Prazo de 360 dias - % a.a.";"1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$";"7 - Bovespa - índice - Pontos";"SP500"
2002-11-28;31,41;3,603;10239;NA
2002-11-29;30,9;3,6365;10508;NA
2002-12-02;30,97;3,616;10673;NA
2002-12-03;31,03;3,6625;10662;NA
2002-12-04;31,39;3,7049;10640;NA
2002-12-05;31,92;3,7514;10413;NA
2002-12-06;31,48;3,7526;10569;NA
2002-12-09;31,88;3,798;10338;NA
2002-12-10;32,27;3,7685;10331;NA
2002-12-11;31,58;3,7954;10613;NA
2002-12-12;31,16;3,7535;10586;NA
2002-12-13;31,15;3,7342;10564;NA
2002-12-16;30,68;3,6318;10771;NA
2002-12-17;29,17;3,5827;10832;NA
2002-12-18;27,96;3,5316;10984;NA
2002-12-19;28,45;3,5047;11207;NA
2002-12-20;28,55;3,4278;11489;NA
2002-12-23;28,89;3,4947;11470;NA
2002-12-24;28,89;3,501;11470;NA
2002-12-26;29;3,5251;11318;NA
2002-12-27;28,77;3,5413;11234;NA
2002-12-30;29,07;3,5333;11268;NA
2002-12-31;29,07;3,5333;11268;NA
2003-01-02;28,47;3,5224;11602;NA
2003-01-03;27,9;3,4698;11600;NA
2003-01-06;26,89;3,3664;12019;NA
2003-01-07;26,66;3,3423;11876;NA
2003-01-08;26,36;3,3124;11785;NA
2003-01-09;26,21;3,3297;11911;NA
2003-01-10;25,61;3,2918;12242;NA
2003-01-13;26,09;3,2956;12110;NA
2003-01-14;25,87;3,2758;12174;NA
2003-01-15;26,47;3,2983;11971;NA
2003-01-16;26,3;3,2937;11951;NA
2003-01-17;26,43;3,3632;11675;NA
2003-01-20;26,66;3,4103;11648;NA
2003-01-21;26,76;3,4402;11434;NA
2003-01-22;26,9;3,5189;11142;NA
2003-01-23;27,42;3,4901;11162;NA
2003-01-24;28,9;3,5923;10783;NA
2003-01-27;29,63;3,6623;10529;NA
2003-01-28;28,76;3,6312;10516;NA
2003-01-29;28,44;3,6417;10863;NA
2003-01-30;28,76;3,5696;10750;NA
2003-01-31;29,13;3,5258;10941;NA
2003-02-03;28,93;3,493;10910;NA
2003-02-04;29,31;3,5406;10577;NA
2003-02-05;29,35;3,5845;10591;NA
2003-02-06;29,47;3,6045;10565;NA
2003-02-07;29,51;3,5802;10380;NA
2003-02-10;29,22;3,6042;10479;NA
2003-02-11;29,25;3,5737;10509;NA
2003-02-12;29,38;3,6003;10509;NA
2003-02-13;29,82;3,6359;10107;NA
2003-02-14;29,85;3,658;10080;NA
2003-02-17;29,67;3,6232;10188;NA
2003-02-18;29,41;3,5889;10449;NA
2003-02-19;29,56;3,5935;10251;NA
2003-02-20;29,33;3,6067;10216;NA
2003-02-21;29,41;3,6097;10330;NA
2003-02-24;29,66;3,587;10253;NA
2003-02-25;29,68;3,6013;10191;NA
2003-02-26;29,32;3,5817;9994;NA
2003-02-27;29,41;3,585;10150;NA
2003-02-28;29,24;3,5632;10280;NA
2003-03-05;28,92;3,5637;10305;NA
2003-03-06;28,43;3,526;10615;NA
2003-03-07;28,41;3,501;10723;NA
2003-03-10;28,42;3,5281;10308;NA
2003-03-11;28,19;3,5061;10339;NA
2003-03-12;28,11;3,4763;10582;NA
2003-03-13;27,52;3,4293;10783;NA
2003-03-14;27,3;3,3958;10817;NA
2003-03-17;27,66;3,4442;10874;NA
2003-03-18;27,07;3,4308;11150;NA
2003-03-19;27,52;3,4576;11006;NA
2003-03-20;27,73;3,483;11158;NA
2003-03-21;27,14;3,4462;11377;NA
2003-03-24;27,2;3,407;11052;NA
2003-03-25;27,01;3,3892;11232;NA
2003-03-26;26,91;3,3747;11206;NA
2003-03-27;27,19;3,4031;11233;NA
2003-03-28;26,94;3,3757;11396;NA
2003-03-31;27,14;3,3531;11273;NA
2003-04-01;26,68;3,3359;11592;NA
2003-04-02;26,27;3,2795;11872;NA
2003-04-03;25,64;3,2563;12006;NA
2003-04-04;25,56;3,2469;12065;NA
2003-04-07;25,16;3,1723;12135;NA
2003-04-08;25,49;3,1649;11778;NA
2003-04-09;25,66;3,1857;11758;NA
2003-04-10;26,14;3,2157;11591;NA
2003-04-11;25,77;3,2147;11718;NA
2003-04-14;25,66;3,1818;11873;NA
2003-04-15;25,34;3,1154;12106;NA
2003-04-16;25,41;3,0752;12043;NA
2003-04-17;24,9;3,0289;12395;NA
2003-04-22;24,74;3,0639;12452;NA
2003-04-23;24,71;3,0147;12394;NA
2003-04-24;24,87;3,0029;12120;NA
2003-04-25;24,29;3,0123;12126;NA
2003-04-28;24,07;2,9915;12462;NA
2003-04-29;23,81;2,9251;12677;NA
2003-04-30;23,96;2,8898;12556;NA
2003-05-02;24,03;2,9159;12810;NA
2003-05-05;24,13;2,9845;12832;NA
2003-05-06;23,93;3,0277;12643;NA
2003-05-07;23,36;2,9639;12956;NA
2003-05-08;23,09;2,9177;12920;NA
2003-05-09;23,2;2,8802;13214;NA
2003-05-12;23,16;2,8757;13320;NA
2003-05-13;22,7;2,8653;13420;NA
2003-05-14;22,5;2,8902;13459;NA
2003-05-15;23,25;2,9306;13129;NA
2003-05-16;23,19;2,9731;13224;NA
2003-05-19;22,99;2,9815;12745;NA
2003-05-20;23,57;3,0141;12745;NA
2003-05-21;23,12;3,0109;13033;NA
2003-05-22;22,89;2,9842;13100;NA
2003-05-23;22,95;2,9445;13142;NA
2003-05-26;23,27;2,9565;12852;NA
2003-05-27;23,46;3,0257;13246;NA
2003-05-28;23,35;3,014;13294;NA
2003-05-29;23,27;2,9488;13405;NA
2003-05-30;23,53;2,9656;13421;NA
2003-06-02;23,6;2,978;13228;NA
2003-06-03;23,47;2,964;13350;NA
2003-06-04;23,05;2,9112;13718;NA
2003-06-05;22,93;2,8929;13779;NA
2003-06-06;22,63;2,8491;13923;NA
2003-06-09;22,37;2,8682;13845;NA
2003-06-10;22,32;2,8603;13893;NA
2003-06-11;22,21;2,8692;13876;NA
2003-06-12;22,11;2,862;13982;NA
2003-06-13;21,89;2,857;13733;NA
2003-06-16;21,74;2,8508;13832;NA
2003-06-17;21,82;2,8744;13776;NA
2003-06-18;21,97;2,8902;13510;NA
2003-06-20;21,95;2,8933;13130;NA
2003-06-23;21,81;2,8788;12991;NA
2003-06-24;21,8;2,8616;13108;NA
2003-06-25;22,02;2,8559;13025;NA
2003-06-26;22,04;2,894;13111;NA
2003-06-27;22,05;2,8812;13024;NA
2003-06-30;21,99;2,872;12972;NA
2003-07-01;21,69;2,8443;13291;NA
2003-07-02;21,54;2,8219;13310;NA
2003-07-03;21,28;2,8332;13134;NA
2003-07-04;20,97;2,8299;13273;NA
2003-07-07;21,19;2,8676;13402;NA
2003-07-08;21,03;2,8823;13618;NA
2003-07-09;21,03;2,8671;13618;NA
2003-07-10;21,35;2,8922;13501;NA
2003-07-11;21,26;2,9029;13320;NA
2003-07-14;20,94;2,8753;13588;NA
2003-07-15;20,97;2,8554;13614;NA
2003-07-16;20,68;2,8677;13487;NA
2003-07-17;20,68;2,8563;13622;NA
2003-07-18;20,4;2,8774;13794;NA
2003-07-21;20,2;2,8828;13675;NA
2003-07-22;20,11;2,8826;13835;NA
2003-07-23;20,53;2,8878;13798;NA
2003-07-24;20,45;2,8961;13761;NA
2003-07-25;20,65;2,8885;13750;NA
2003-07-28;20,76;2,8965;13643;NA
2003-07-29;20,97;2,9155;13623;NA
2003-07-30;21,21;2,9473;13474;NA
2003-07-31;21,32;2,9655;13571;NA
2003-08-01;21,73;3,0006;13129;NA
2003-08-04;23,27;3,074;12938;NA
2003-08-05;22,09;3,0366;12887;NA
2003-08-06;22,19;3,039;12887;NA
2003-08-07;21,41;3,0069;13328;NA
2003-08-08;20,99;2,9892;13499;NA
2003-08-11;20,74;2,9945;13560;NA
2003-08-12;21,09;3,0237;13602;NA
2003-08-13;21,03;3,0309;13682;NA
2003-08-14;21,28;3,014;13812;NA
2003-08-15;21,17;2,993;13889;NA
2003-08-18;21,04;2,9848;14146;NA
2003-08-19;21,03;2,9973;14157;NA
2003-08-20;20,17;3,001;14466;NA
2003-08-21;20,25;3,0032;14669;NA
2003-08-22;19,83;2,9926;14613;NA
2003-08-25;19,87;2,9895;14473;NA
2003-08-26;19,53;2,9896;14877;NA
2003-08-27;19,04;2,9734;15142;NA
2003-08-28;19,09;2,9531;15064;NA
2003-08-29;18,99;2,9665;15174;NA
2003-09-01;18,87;2,984;15352;NA
2003-09-02;18,9;2,9789;15454;NA
2003-09-03;18,91;2,9568;15633;NA
2003-09-04;18,58;2,9418;15704;NA
2003-09-05;18,28;2,9216;15899;NA
2003-09-08;18,47;2,9155;16050;NA
2003-09-09;18,67;2,9306;15718;NA
2003-09-10;18,43;2,9125;15983;NA
2003-09-11;18,46;2,8991;16292;NA
2003-09-12;18,3;2,8959;16421;NA
2003-09-15;18,14;2,8898;16341;NA
2003-09-16;18,34;2,8967;16269;NA
2003-09-17;18,26;2,9057;16492;NA
2003-09-18;18,11;2,8975;16889;NA
2003-09-19;18;2,9065;16851;NA
2003-09-22;17,99;2,9021;16485;NA
2003-09-23;18,19;2,9145;16443;NA
2003-09-24;18,12;2,9244;16057;NA
2003-09-25;18,36;2,9306;15806;NA
2003-09-26;18,39;2,9373;15810;NA
2003-09-29;18,45;2,9374;16108;NA
2003-09-30;18,06;2,9234;16010;NA
2003-10-01;17,97;2,9034;16576;NA
2003-10-02;17,88;2,8989;16893;NA
2003-10-03;17,81;2,8875;17089;NA
2003-10-06;17,84;2,8753;17273;NA
2003-10-07;17,87;2,8701;17470;NA
2003-10-08;17,76;2,8444;17804;NA
2003-10-09;17,71;2,8422;17708;NA
2003-10-10;17,7;2,8401;17676;NA
2003-10-13;17,59;2,8371;18061;NA
2003-10-14;17,45;2,8425;18178;NA
2003-10-15;17,42;2,8268;17942;NA
2003-10-16;17,46;2,8409;17955;NA
2003-10-17;17,59;2,8635;17790;NA
2003-10-20;17,44;2,8839;18369;NA
2003-10-21;17,34;2,8642;18448;NA
2003-10-22;17,37;2,8602;18234;NA
2003-10-23;17,44;2,8698;17689;NA
2003-10-24;17,48;2,8695;17813;NA
2003-10-27;17,52;2,8728;17750;NA
2003-10-28;17,4;2,8675;18227;NA
2003-10-29;17,63;2,8537;17944;NA
2003-10-30;17,69;2,844;18093;NA
2003-10-31;17,59;2,8562;17928;NA
2003-11-03;17,48;2,8559;18517;NA
2003-11-04;17,55;2,8607;18541;NA
2003-11-05;17,57;2,8596;18307;NA
2003-11-06;17,53;2,8708;18612;NA
2003-11-07;17,43;2,8699;18672;NA
2003-11-10;17,33;2,8807;18572;NA
2003-11-11;17,45;2,8955;18408;NA
2003-11-12;17,31;2,9112;18793;NA
2003-11-13;17,4;2,9196;18754;NA
2003-11-14;17,35;2,9418;18985;NA
2003-11-17;17,28;2,9546;18668;NA
2003-11-18;17,24;2,9421;18812;NA
2003-11-19;17,1;2,9507;19296;NA
2003-11-20;16,59;2,948;19199;NA
2003-11-21;16,51;2,9301;19248;NA
2003-11-24;16,38;2,927;19690;NA
2003-11-25;16,31;2,9246;19809;NA
2003-11-26;16,19;2,9361;19694;NA
2003-11-27;16,08;2,9477;19960;NA
2003-11-28;16,02;2,9494;20138;NA
2003-12-01;15,92;2,9341;20520;NA
2003-12-02;15,83;2,9273;20458;NA
2003-12-03;15,83;2,9316;20539;NA
2003-12-04;15,84;2,9403;20414;NA
2003-12-05;15,82;2,9398;20879;NA
2003-12-08;15,72;2,9422;20888;NA
2003-12-09;15,56;2,935;21259;NA
2003-12-10;15,75;2,9429;20972;NA
2003-12-11;15,71;2,9434;21296;NA
2003-12-12;15,72;2,942;20973;NA
2003-12-15;15,73;2,9293;20709;NA
2003-12-16;15,71;2,932;20759;NA
2003-12-17;15,72;2,9381;21199;NA
2003-12-18;15,69;2,9341;21489;NA
2003-12-19;15,73;2,9278;21385;NA
2003-12-22;15,85;2,9239;21630;NA
2003-12-23;15,82;2,9175;21688;NA
2003-12-24;15,82;2,9082;21688;NA
2003-12-26;15,93;2,8994;21806;NA
2003-12-29;15,92;2,8883;22045;NA
2003-12-30;15,88;2,8892;22236;NA
2003-12-31;15,88;2,8892;22236;NA
2004-01-02;15,82;2,8862;22444;NA
2004-01-05;15,73;2,8627;23531;NA
2004-01-06;15,62;2,8508;23576;NA
2004-01-07;15,43;2,8723;23320;NA
2004-01-08;15,29;2,8588;23716;NA
2004-01-09;15,12;2,8422;23916;NA
2004-01-12;15,09;2,8163;24236;NA
2004-01-13;14,98;2,8022;23939;NA
2004-01-14;15,2;2,8142;23398;NA
2004-01-15;15,2;2,8126;22961;NA
2004-01-16;15,16;2,8184;23154;NA
2004-01-19;15,17;2,8419;23385;NA
2004-01-20;15,16;2,8382;23678;NA
2004-01-21;15,19;2,8417;23301;NA
2004-01-22;15,46;2,8417;22968;NA
2004-01-23;15,36;2,8435;23471;NA
2004-01-26;15,19;2,8431;24349;NA
2004-01-27;15,33;2,8587;24226;NA
2004-01-28;15,42;2,8785;23851;NA
2004-01-29;15,73;2,9236;22386;NA
2004-01-30;15,73;2,9409;21851;NA
2004-02-02;15,79;2,9486;21786;NA
2004-02-03;15,64;2,9326;21684;NA
2004-02-04;15,48;2,9106;21684;NA
2004-02-05;15,52;2,9335;21091;NA
2004-02-06;15,55;2,95;21968;NA
2004-02-09;15,41;2,9341;21961;NA
2004-02-10;15,39;2,9198;22088;NA
2004-02-11;15,29;2,9253;23197;NA
2004-02-12;15,22;2,9042;23063;NA
2004-02-13;15,35;2,9085;22529;NA
2004-02-16;15,28;2,9066;22188;NA
2004-02-17;15,27;2,9125;22426;NA
2004-02-18;15,41;2,9296;22000;NA
2004-02-19;15,77;2,9509;20950;NA
2004-02-20;15,94;2,9878;21336;NA
2004-02-25;15,78;2,9403;21609;NA
2004-02-26;15,85;2,9369;21449;NA
2004-02-27;15,73;2,9138;21755;NA
2004-03-01;15,46;2,8945;22498;NA
2004-03-02;15,47;2,9086;22442;NA
2004-03-03;15,51;2,8812;22550;NA
2004-03-04;15,58;2,8878;22392;NA
2004-03-05;15,43;2,879;22872;NA
2004-03-08;15,25;2,8752;22993;NA
2004-03-09;15,4;2,8758;22673;NA
2004-03-10;15,64;2,8891;21670;NA
2004-03-11;15,55;2,9132;20763;NA
2004-03-12;15,41;2,9063;21775;NA
2004-03-15;15,35;2,9013;21233;NA
2004-03-16;15,28;2,9001;21612;NA
2004-03-17;15,23;2,907;21900;NA
2004-03-18;15,1;2,9135;22369;NA
2004-03-19;15,06;2,9;22260;NA
2004-03-22;15,12;2,9107;21663;NA
2004-03-23;15,13;2,9144;21204;NA
2004-03-24;15,4;2,9264;20984;NA
2004-03-25;15,43;2,9337;21000;NA
2004-03-26;15,4;2,941;21541;NA
2004-03-29;15,36;2,9365;21530;NA
2004-03-30;15,24;2,9216;22042;NA
2004-03-31;15,24;2,9086;22142;NA
2004-04-01;15,18;2,8904;22647;NA
2004-04-02;15,23;2,893;22948;NA
2004-04-05;15,15;2,8851;23146;NA
2004-04-06;15,16;2,8743;23071;NA
2004-04-07;15,26;2,8773;22443;NA
2004-04-08;15,37;2,8802;22724;NA
2004-04-12;15,41;2,8855;22779;NA
2004-04-13;15,34;2,8851;22619;NA
2004-04-14;15,38;2,8956;22311;NA
2004-04-15;15,5;2,9064;21739;NA
2004-04-16;15,47;2,9153;21768;NA
2004-04-19;15,5;2,9101;21626;NA
2004-04-20;15,71;2,9186;21077;NA
2004-04-22;15,78;2,9305;21141;NA
2004-04-23;15,62;2,9173;21590;NA
2004-04-26;15,66;2,9085;21323;NA
2004-04-27;15,6;2,9161;21316;NA
2004-04-28;15,79;2,9335;20473;NA
2004-04-29;16,09;2,9522;19865;NA
2004-04-30;15,83;2,9447;19607;NA
2004-05-03;16,12;2,9569;19708;NA
2004-05-04;16,04;2,9696;19987;NA
2004-05-05;15,94;2,9616;20026;NA
2004-05-06;16,14;2,9899;19190;NA
2004-05-07;16,29;3,0504;18620;NA
2004-05-10;17,73;3,1249;17604;NA
2004-05-11;17,16;3,1051;18536;NA
2004-05-12;17,84;3,1211;18325;NA
2004-05-13;18,61;3,1279;18401;NA
2004-05-14;17,58;3,0982;18611;NA
2004-05-17;18,08;3,122;18556;NA
2004-05-18;17,72;3,1169;18556;NA
2004-05-19;17,96;3,1059;18688;NA
2004-05-20;18,83;3,1813;18240;NA
2004-05-21;18,83;3,2051;18285;NA
2004-05-24;18,64;3,1798;18669;NA
2004-05-25;18,4;3,1576;18859;NA
2004-05-26;18,65;3,157;19069;NA
2004-05-27;18,42;3,1524;19734;NA
2004-05-28;18,41;3,0961;19667;NA
2004-05-31;18,8;3,1291;19544;NA
2004-06-01;18,71;3,1567;19545;NA
2004-06-02;18,33;3,1302;19716;NA
2004-06-03;18,61;3,1443;19399;NA
2004-06-04;18,22;3,1335;19818;NA
2004-06-07;17,85;3,1119;20446;NA
2004-06-08;17,59;3,1155;20283;NA
2004-06-09;17,88;3,1166;19864;NA
2004-06-11;17,98;3,1402;19834;NA
2004-06-14;18,45;3,1651;19487;NA
2004-06-15;17,76;3,138;20047;NA
2004-06-16;17,81;3,1405;20459;NA
2004-06-17;17,84;3,128;20334;NA
2004-06-18;17,86;3,1388;20333;NA
2004-06-21;17,63;3,1298;20293;NA
2004-06-22;17,63;3,1341;20199;NA
2004-06-23;17,57;3,1258;20836;NA
2004-06-24;17,27;3,103;20708;NA
2004-06-25;17,39;3,1096;20750;NA
2004-06-28;17,53;3,1247;20350;NA
2004-06-29;17,36;3,1183;20800;NA
2004-06-30;17,03;3,1075;21148;NA
2004-07-01;17,02;3,0747;21348;NA
2004-07-02;16,74;3,0502;21568;NA
2004-07-05;16,55;3,0316;21670;NA
2004-07-06;16,78;3,0418;21188;NA
2004-07-07;16,87;3,0367;21171;NA
2004-07-08;17,13;3,0475;20887;NA
2004-07-09;17,13;3,0429;20887;NA
2004-07-12;16,95;3,0371;21532;NA
2004-07-13;16,92;3,042;21676;NA
2004-07-14;16,98;3,0284;21672;NA
2004-07-15;16,89;3,0215;22064;NA
2004-07-16;16,76;3,0021;22447;NA
2004-07-19;16,83;2,9939;22102;NA
2004-07-20;16,85;3,0041;22361;NA
2004-07-21;17;3,0247;21810;NA
2004-07-22;17,13;3,0392;21730;NA
2004-07-23;17,35;3,0465;21591;NA
2004-07-26;17,46;3,0573;21317;NA
2004-07-27;17,31;3,067;21737;NA
2004-07-28;17,15;3,0557;22168;NA
2004-07-29;17,45;3,0374;22227;NA
2004-07-30;17,61;3,0268;22336;NA
2004-08-02;17,64;3,0466;22448;NA
2004-08-03;17,65;3,055;22372;NA
2004-08-04;17,95;3,0579;22177;NA
2004-08-05;18,3;3,0637;21330;NA
2004-08-06;17,82;3,0489;21652;NA
2004-08-09;17,85;3,0396;21260;NA
2004-08-10;17,97;3,0285;21736;NA
2004-08-11;17,76;3,0392;21569;NA
2004-08-12;17,87;3,0307;21570;NA
2004-08-13;17,88;3,0235;21401;NA
2004-08-16;17,74;3,0146;21763;NA
2004-08-17;17,73;2,9989;22060;NA
2004-08-18;17,56;2,9922;22778;NA
2004-08-19;17,57;2,9793;22934;NA
2004-08-20;17,47;2,9742;23195;NA
2004-08-23;17,56;2,9687;22852;NA
2004-08-24;17,64;2,9576;22870;NA
2004-08-25;17,65;2,9512;23058;NA
2004-08-26;17,8;2,9541;22582;NA
2004-08-27;18,05;2,9571;22596;NA
2004-08-30;17,99;2,9488;22869;NA
2004-08-31;17,97;2,9338;22803;NA
2004-09-01;18,02;2,9298;22512;NA
2004-09-02;17,98;2,9361;22688;NA
2004-09-03;17,89;2,9289;22415;NA
2004-09-06;17,96;2,9142;22501;NA
2004-09-08;18,03;2,9014;22534;NA
2004-09-09;18,01;2,9028;22286;NA
2004-09-10;18,07;2,8988;21968;NA
2004-09-13;17,96;2,906;21809;NA
2004-09-14;17,81;2,9125;22309;NA
2004-09-15;17,73;2,9042;22343;NA
2004-09-16;17,7;2,8892;22875;NA
2004-09-17;17,61;2,8744;23073;NA
2004-09-20;17,67;2,8676;23078;NA
2004-09-21;17,65;2,8737;23105;NA
2004-09-22;17,69;2,8677;22748;NA
2004-09-23;17,58;2,8725;22943;NA
2004-09-24;17,56;2,8735;22972;NA
2004-09-27;17,55;2,8728;22834;NA
2004-09-28;17,53;2,8692;23230;NA
2004-09-29;17,37;2,8602;23208;NA
2004-09-30;17,4;2,8586;23245;NA
2004-10-01;17,41;2,8513;23777;NA
2004-10-04;17,29;2,8265;24150;NA
2004-10-05;17,31;2,8241;24205;NA
2004-10-06;17,37;2,8362;24027;NA
2004-10-07;17,35;2,8518;24104;NA
2004-10-08;17,27;2,8251;23926;NA
2004-10-11;17,38;2,8318;23953;NA
2004-10-13;17,48;2,8374;23289;NA
2004-10-14;17,61;2,8631;22959;NA
2004-10-15;17,52;2,8623;23367;NA
2004-10-18;17,6;2,8547;23411;NA
2004-10-19;17,57;2,8706;22892;NA
2004-10-20;17,5;2,8847;22873;NA
2004-10-21;17,67;2,8535;23058;NA
2004-10-22;17,78;2,8489;22735;NA
2004-10-25;17,94;2,8817;22602;NA
2004-10-26;17,97;2,8729;22848;NA
2004-10-27;17,9;2,8585;23170;NA
2004-10-28;17,93;2,8655;22928;NA
2004-10-29;17,92;2,8565;23052;NA
2004-11-01;17,92;2,859;23272;NA
2004-11-03;17,92;2,8304;23660;NA
2004-11-04;17,94;2,8211;23660;NA
2004-11-05;18,11;2,8186;23541;NA
2004-11-08;18,24;2,8299;23211;NA
2004-11-09;18,08;2,8287;23215;NA
2004-11-10;18,12;2,8209;23454;NA
2004-11-11;18,07;2,82;23520;NA
2004-11-12;17,98;2,7991;24035;NA
2004-11-16;17,89;2,7856;23772;NA
2004-11-17;17,7;2,7674;24169;NA
2004-11-18;17,97;2,7603;24143;NA
2004-11-19;18,08;2,7637;24034;NA
2004-11-22;18,1;2,7678;24444;NA
2004-11-23;18,06;2,7446;24340;NA
2004-11-24;18,04;2,7485;24368;NA
2004-11-25;17,91;2,7511;24866;NA
2004-11-26;17,81;2,7332;24854;NA
2004-11-29;17,94;2,7402;25854;NA
2004-11-30;17,85;2,7307;25121;NA
2004-12-01;17,78;2,7145;25128;NA
2004-12-02;17,77;2,7239;25200;NA
2004-12-03;17,7;2,7095;25467;NA
2004-12-06;17,71;2,7186;25632;NA
2004-12-07;17,84;2,7322;24988;NA
2004-12-08;17,77;2,7664;24968;NA
2004-12-09;17,72;2,7744;24526;NA
2004-12-10;17,61;2,7867;24933;NA
2004-12-13;17,52;2,7697;25225;NA
2004-12-14;17,49;2,758;25563;NA
2004-12-15;17,48;2,7508;25575;NA
2004-12-16;17,6;2,7293;25831;NA
2004-12-17;17,43;2,7247;25659;NA
2004-12-20;17,35;2,6927;25536;NA
2004-12-21;17,5;2,6892;25889;NA
2004-12-22;17,62;2,699;25723;NA
2004-12-23;17,89;2,7067;25878;NA
2004-12-24;17,89;2,6912;25878;NA
2004-12-27;17,94;2,6983;25936;NA
2004-12-28;17,98;2,6895;26116;NA
2004-12-29;17,94;2,6836;26161;NA
2004-12-30;17,83;2,6544;26196;NA
2004-12-31;17,83;2,6544;26196;NA
2005-01-03;17,88;2,6682;25722;NA
2005-01-04;17,92;2,6887;24848;NA
2005-01-05;18;2,7096;24691;NA
2005-01-06;18,19;2,7207;24366;NA
2005-01-07;18,09;2,7032;24747;NA
2005-01-10;18,14;2,6973;24291;NA
2005-01-11;18,18;2,7106;24369;NA
2005-01-12;18,11;2,7113;24509;NA
2005-01-13;18,13;2,7011;24805;NA
2005-01-14;18,19;2,7074;24924;NA
2005-01-17;18,31;2,7007;24515;NA
2005-01-18;18,38;2,7139;24089;NA
2005-01-19;18,34;2,7185;24271;NA
2005-01-20;18,5;2,7222;23609;NA
2005-01-21;18,62;2,6999;23818;NA
2005-01-24;18,53;2,678;24197;NA
2005-01-25;18,53;2,6794;24197;NA
2005-01-26;18,41;2,6748;24530;NA
2005-01-27;18,65;2,6645;24029;NA
2005-01-28;18,88;2,6587;23968;NA
2005-01-31;18,83;2,6248;24350;NA
2005-02-01;18,88;2,613;24149;NA
2005-02-02;18,86;2,624;24605;NA
2005-02-03;18,68;2,6034;24873;NA
2005-02-04;18,65;2,603;25731;NA
2005-02-09;18,65;2,6078;26313;NA
2005-02-10;18,65;2,6122;26415;NA
2005-02-11;18,59;2,6173;26670;NA
2005-02-14;18,82;2,5834;26531;NA
2005-02-15;18,83;2,5762;26610;NA
2005-02-16;18,77;2,5926;26384;NA
2005-02-17;18,65;2,5737;27090;NA
2005-02-18;18,7;2,5621;26756;NA
2005-02-21;18,72;2,5762;26853;NA
2005-02-22;18,82;2,5937;26740;NA
2005-02-23;18,84;2,5857;27198;NA
2005-02-24;18,53;2,6098;28436;NA
2005-02-25;18,51;2,632;28425;NA
2005-02-28;18,46;2,595;28139;NA
2005-03-01;18,52;2,6011;28139;NA
2005-03-02;18,58;2,6368;28199;NA
2005-03-03;18,47;2,6698;28668;NA
2005-03-04;18,41;2,6615;29197;NA
2005-03-07;18,4;2,6624;29455;NA
2005-03-08;18,4;2,6934;29021;NA
2005-03-09;18,4;2,7113;28514;NA
2005-03-10;18,46;2,7319;28567;NA
2005-03-11;18,43;2,7021;28074;NA
2005-03-14;18,51;2,7523;28098;NA
2005-03-15;18,59;2,7621;27587;NA
2005-03-16;18,58;2,757;27826;NA
2005-03-17;18,98;2,7522;28085;NA
2005-03-18;19,14;2,7163;27593;NA
2005-03-21;19,28;2,7288;27411;NA
2005-03-22;19,17;2,706;26618;NA
2005-03-23;19,29;2,7403;26248;NA
2005-03-24;19,08;2,7303;26701;NA
2005-03-28;19,09;2,7385;28257;NA
2005-03-29;19,11;2,7031;25842;NA
2005-03-30;19,1;2,6808;26469;NA
2005-03-31;19,19;2,6662;26610;NA
2005-04-01;19,26;2,655;26773;NA
2005-04-04;19,28;2,6598;26406;NA
2005-04-05;19,42;2,6255;26038;NA
2005-04-06;19,26;2,6067;25695;NA
2005-04-07;19,15;2,6019;26307;NA
2005-04-08;19,34;2,5942;25884;NA
2005-04-11;19,34;2,5783;25899;NA
2005-04-12;19,28;2,5899;26206;NA
2005-04-13;19,14;2,5598;26066;NA
2005-04-14;19,12;2,5747;24984;NA
2005-04-15;19,19;2,5971;24655;NA
2005-04-18;19,09;2,6157;24877;NA
2005-04-19;19,13;2,5825;25566;NA
2005-04-20;19,16;2,5645;25062;NA
2005-04-22;19,24;2,5392;24767;NA
2005-04-25;19,23;2,5308;25231;NA
2005-04-26;19,28;2,5355;25304;NA
2005-04-27;19,09;2,5195;25241;NA
2005-04-28;19,16;2,5217;24439;NA
2005-04-29;19,16;2,5313;24843;NA
2005-05-02;19,13;2,5146;24704;NA
2005-05-03;19,07;2,5007;24715;NA
2005-05-04;19;2,4765;25474;NA
2005-05-05;19,01;2,4687;25435;NA
2005-05-06;18,94;2,4594;25589;NA
2005-05-09;18,84;2,4538;25464;NA
2005-05-10;18,92;2,465;24762;NA
2005-05-11;18,89;2,4719;24698;NA
2005-05-12;18,97;2,4648;24117;NA
2005-05-13;19;2,4715;23887;NA
2005-05-16;18,93;2,4772;24378;NA
2005-05-17;18,84;2,4779;24412;NA
2005-05-18;18,81;2,4636;24898;NA
2005-05-19;18,99;2,4458;24829;NA
2005-05-20;18,93;2,4493;24522;NA
2005-05-23;18,96;2,4299;24214;NA
2005-05-24;18,99;2,4313;24545;NA
2005-05-25;18,84;2,4116;24478;NA
2005-05-27;18,74;2,3934;25255;NA
2005-05-30;18,69;2,3784;25424;NA
2005-05-31;18,65;2,4038;25207;NA
2005-06-01;18,55;2,4286;25948;NA
2005-06-02;18,52;2,4202;26639;NA
2005-06-03;18,55;2,4029;26365;NA
2005-06-06;18,69;2,4576;25556;NA
